config,table_label,rows,cells,l1_hit_pct,hier_miss_pct,latency_cycles,wall_cycles,hbm_reads
baseline,Traditional cache,432,16,24.28840277777778,47.776689814814816,4.162693097222222,218634.24305555556,653758
fpga_true_h2o_pure,Pure H2O,432,16,24.292659722222222,51.33065277777778,4.185737627314815,219111.50462962964,695338
fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,432,16,23.95855787037037,33.902405092592595,4.023494023148148,215507.04861111112,449915
fpga_h2o_plus_service_strict_miss_prefetch_v206,H2O + guarded prefetch,432,16,23.98200462962963,51.13132638888889,4.143049576388889,218186.63888888888,680524
fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),432,16,23.95855787037037,33.902405092592595,4.023494023148148,215507.04861111112,449915
fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,432,16,62.11369907407408,17.54538888888889,3.9143589097222224,213059.24537037036,232843
