model_alias,length_label,workload,config,table_label,l1_hit_pct,hier_miss_pct,latency_cycles,wall_cycles,hbm_reads,hit_miss_csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_role,baseline,Traditional cache,28.581,46.452,4.31422,73406.0,1480,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_component_match,baseline,Traditional cache,29.264,47.493,4.328191,73619.0,1513,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_two_hop_summary,baseline,Traditional cache,31.836,42.22,4.251059,72636.0,1337,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_priority,baseline,Traditional cache,24.935,49.544,4.358769,73911.0,1582,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_chain_descriptor_fields,baseline,Traditional cache,29.655,45.996,4.300406,73195.0,1448,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_three_stage_lookup,baseline,Traditional cache,30.371,44.531,4.282509,72938.0,1408,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_compression_guard,baseline,Traditional cache,33.398,38.639,4.204208,71998.0,1229,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_query_cost_chain,baseline,Traditional cache,35.352,37.337,4.18238,71858.0,1181,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_head_budget_allocation,baseline,Traditional cache,25.553,48.665,4.340194,73591.0,1538,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_backend_admission_reason,baseline,Traditional cache,23.698,46.191,4.310601,73256.0,1472,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_anchor_timeline,baseline,Traditional cache,34.473,33.431,4.130738,71273.0,1063,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_revision_policy,baseline,Traditional cache,27.962,44.303,4.27909,73062.0,1400,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_sparse_fact,baseline,Traditional cache,33.984,41.178,4.234905,72453.0,1299,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_anchor_incident,baseline,Traditional cache,29.134,39.746,4.214954,72227.0,1254,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_backend_priority_rule,baseline,Traditional cache,40.918,29.883,4.078335,70732.0,945,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_epoch_window_recall,baseline,Traditional cache,31.934,39.616,4.211634,72082.0,1246,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_budget_rule,baseline,Traditional cache,34.701,39.779,4.212544,72146.0,1249,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_query_relevance_note,baseline,Traditional cache,29.297,42.806,4.256788,72809.0,1351,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_spill_cost_reason,baseline,Traditional cache,29.915,39.583,4.20945,72272.0,1244,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_head_budget_rule,baseline,Traditional cache,26.465,44.01,4.266773,72814.0,1372,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_early_name_recall,baseline,Traditional cache,27.962,44.206,4.278819,72842.0,1397,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_policy_recall,baseline,Traditional cache,38.314,37.24,4.178949,71926.0,1174,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_anchor_reasoning,baseline,Traditional cache,34.928,35.221,4.153778,71534.0,1116,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_backend_recall,baseline,Traditional cache,30.176,43.945,4.272599,72880.0,1385,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_field_recall,baseline,Traditional cache,26.562,43.88,4.272422,72878.0,1385,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_epoch_memory,baseline,Traditional cache,28.678,42.773,4.253887,72614.0,1343,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_budget_memory,baseline,Traditional cache,30.436,39.974,4.216078,72186.0,1258,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_role,fpga_true_h2o_pure,Pure H2O,28.711,52.148,4.378617,74136.0,1627,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_component_match,fpga_true_h2o_pure,Pure H2O,29.102,50.586,4.360984,73991.0,1587,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_two_hop_summary,fpga_true_h2o_pure,Pure H2O,31.055,45.378,4.285487,73026.0,1415,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_priority,fpga_true_h2o_pure,Pure H2O,24.837,52.539,4.388232,74245.0,1648,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_chain_descriptor_fields,fpga_true_h2o_pure,Pure H2O,29.525,46.387,4.298994,73179.0,1445,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_three_stage_lookup,fpga_true_h2o_pure,Pure H2O,30.111,49.967,4.345141,73647.0,1550,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_compression_guard,fpga_true_h2o_pure,Pure H2O,33.301,43.652,4.263967,72674.0,1365,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_query_cost_chain,fpga_true_h2o_pure,Pure H2O,35.059,40.072,4.212129,72195.0,1249,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_head_budget_allocation,fpga_true_h2o_pure,Pure H2O,25.618,51.921,4.376148,73998.0,1620,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_backend_admission_reason,fpga_true_h2o_pure,Pure H2O,23.405,51.79,4.377208,74010.0,1622,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_anchor_timeline,fpga_true_h2o_pure,Pure H2O,34.473,46.354,4.298287,73171.0,1444,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_revision_policy,fpga_true_h2o_pure,Pure H2O,27.734,46.419,4.300599,73306.0,1450,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_sparse_fact,fpga_true_h2o_pure,Pure H2O,33.822,42.188,4.242143,72535.0,1317,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_anchor_incident,fpga_true_h2o_pure,Pure H2O,28.971,53.906,4.3991,74313.0,1672,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_backend_priority_rule,fpga_true_h2o_pure,Pure H2O,40.43,40.397,4.213391,72263.0,1252,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_epoch_window_recall,fpga_true_h2o_pure,Pure H2O,31.999,48.21,4.32081,73317.0,1494,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_budget_rule,fpga_true_h2o_pure,Pure H2O,34.668,45.996,4.290724,73031.0,1426,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_query_relevance_note,fpga_true_h2o_pure,Pure H2O,29.297,48.307,4.322197,73551.0,1499,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_spill_cost_reason,fpga_true_h2o_pure,Pure H2O,29.883,44.303,4.269922,72958.0,1380,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_head_budget_rule,fpga_true_h2o_pure,Pure H2O,26.432,47.201,4.307645,73277.0,1465,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_early_name_recall,fpga_true_h2o_pure,Pure H2O,27.702,49.772,4.345474,73596.0,1550,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_policy_recall,fpga_true_h2o_pure,Pure H2O,38.314,45.996,4.290815,73195.0,1428,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_anchor_reasoning,fpga_true_h2o_pure,Pure H2O,34.701,47.852,4.31506,73361.0,1482,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_backend_recall,fpga_true_h2o_pure,Pure H2O,29.753,52.93,4.386653,74172.0,1644,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_field_recall,fpga_true_h2o_pure,Pure H2O,25.944,52.865,4.383121,74132.0,1636,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_epoch_memory,fpga_true_h2o_pure,Pure H2O,28.418,46.582,4.299382,73129.0,1446,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_budget_memory,fpga_true_h2o_pure,Pure H2O,30.469,46.81,4.301943,73158.0,1452,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_role,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,28.809,36.751,4.091567,70882.0,1129,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_component_match,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,28.874,34.505,4.061178,70590.0,1060,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_two_hop_summary,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,31.315,31.087,4.014919,69961.0,955,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_cross_doc_priority,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,24.87,36.361,4.086538,70825.0,1117,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_chain_descriptor_fields,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,29.622,32.227,4.030367,70136.0,990,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_three_stage_lookup,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,30.111,33.952,4.053887,70350.0,1043,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_compression_guard,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,33.138,25.293,3.936174,68966.0,777,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_query_cost_chain,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,35.286,27.572,3.967514,69424.0,847,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_head_budget_allocation,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,25.749,33.691,4.050353,70310.0,1035,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_mdqa_backend_admission_reason,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,23.535,34.603,4.062544,70448.0,1063,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_anchor_timeline,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,34.863,28.06,3.973782,69495.0,862,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_revision_policy,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,28.809,31.738,4.023625,70164.0,975,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_sparse_fact,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,33.887,28.841,3.984287,69614.0,886,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_anchor_incident,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,28.906,31.868,4.025424,70080.0,979,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_backend_priority_rule,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,40.592,25.618,3.94072,69172.0,787,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_epoch_window_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,31.803,26.465,3.95244,69150.0,813,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_dual_budget_rule,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,34.766,25.977,3.945583,69124.0,798,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_query_relevance_note,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,29.427,31.413,4.019217,70114.0,965,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_spill_cost_reason,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,29.948,29.688,3.996033,69851.0,912,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_lcqa_head_budget_rule,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,26.725,31.348,4.01845,70001.0,963,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_early_name_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,27.832,33.203,4.043759,70183.0,1020,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_policy_recall,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,38.281,28.483,3.979461,69663.0,875,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
llama3p1_8b_instruct,4k,4k_llama3p1_8b_instruct_cmqa_anchor_reasoning,fpga_h2o_plus_service_clean_victim_cache16_v245,H2O + victim cache,35.319,29.102,3.987818,69654.0,894,delivery/paper/repro_audit/longctx_table1_32_32_perf_20260605/replay_reports/table1_controls_32_32/run_20260605_144758_llama3p1_e7c55e_llama3p1_5673df/hit_miss_amat_summary.csv
