model_alias,length_label,workload,config,table_label,l1_hit_pct,hier_miss_pct,latency_cycles,wall_cycles,hbm_reads,hit_miss_csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_policy_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.392,36.458,4.05108,123513.0,1120,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_policy_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,64.941,17.35,3.904321,120660.0,533,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_anchor_reasoning,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.508,38.77,4.069399,123764.0,1191,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_anchor_reasoning,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,66.178,16.178,3.894306,120363.0,497,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_backend_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),22.331,40.365,4.082012,124009.0,1240,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_backend_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,60.547,19.076,3.917576,120815.0,586,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_field_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.945,36.589,4.052152,123429.0,1124,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_field_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,57.259,19.661,3.922467,120910.0,604,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_epoch_memory,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.262,36.328,4.050103,123494.0,1116,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_epoch_memory,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,59.831,19.108,3.917644,120919.0,587,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_budget_memory,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),16.504,37.956,4.063066,123746.0,1166,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,8k,8k_qwen2p5_14b_instruct_cmqa_budget_memory,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.207,15.365,3.886677,120317.0,472,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_051955_qwen2p51_c2798c_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_cross_doc_role,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),19.596,38.477,4.036636,229178.0,1182,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_cross_doc_role,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,56.576,21.029,3.963729,226579.0,646,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_component_match,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.833,36.849,4.02956,228978.0,1132,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_component_match,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,61.296,16.536,3.944554,225947.0,508,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_two_hop_summary,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),15.56,40.007,4.043237,229518.0,1229,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_two_hop_summary,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,54.59,21.191,3.96582,226757.0,651,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_cross_doc_priority,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.94,36.393,4.027569,228907.0,1118,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_cross_doc_priority,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.044,15.658,3.940431,225800.0,481,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_chain_descriptor_fields,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.191,37.695,4.033227,229161.0,1158,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_chain_descriptor_fields,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,61.849,16.699,3.945295,226025.0,513,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_three_stage_lookup,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.615,37.598,4.032806,229146.0,1155,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_three_stage_lookup,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.695,17.122,3.948127,226126.0,526,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_compression_guard,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.312,40.853,4.046798,229645.0,1255,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_compression_guard,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,60.156,18.652,3.953819,226329.0,573,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_query_cost_chain,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.126,39.746,4.042087,229477.0,1221,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_query_cost_chain,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,60.286,17.904,3.950622,226215.0,550,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_head_budget_allocation,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.842,36.914,4.029826,228883.0,1134,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_head_budget_allocation,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,57.487,19.303,3.956201,226259.0,593,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_backend_admission_reason,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.898,34.44,4.019272,228559.0,1058,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_mdqa_backend_admission_reason,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,64.323,15.365,3.939155,225703.0,472,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_anchor_timeline,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),22.786,34.831,4.020974,228724.0,1070,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_anchor_timeline,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,61.165,18.848,3.953847,226330.0,579,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_revision_policy,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.652,37.565,4.03261,229139.0,1154,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_revision_policy,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,60.905,19.336,3.957072,226445.0,594,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_sparse_fact,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.996,40.82,4.046651,229535.0,1254,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_sparse_fact,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.174,19.564,3.957782,226367.0,601,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_dual_anchor_incident,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.475,40.527,4.045416,229491.0,1245,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_dual_anchor_incident,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,57.682,21.81,3.967852,226726.0,670,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_backend_priority_rule,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.322,34.538,4.019544,228673.0,1061,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_backend_priority_rule,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,57.812,18.815,3.953567,226320.0,578,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_epoch_window_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.132,34.18,4.018098,228465.0,1050,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_epoch_window_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.207,17.383,3.948765,225994.0,534,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_dual_budget_rule,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.066,40.007,4.043144,229410.0,1229,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_dual_budget_rule,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,63.802,16.927,3.944962,225910.0,520,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_query_relevance_note,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),19.499,39.453,4.04076,229325.0,1212,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_query_relevance_note,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,60.612,18.522,3.953125,226201.0,569,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_spill_cost_reason,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),23.861,33.236,4.013998,228371.0,1021,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_spill_cost_reason,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.37,14.941,3.936406,225605.0,459,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_head_budget_rule,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),17.285,37.793,4.033655,229124.0,1161,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_lcqa_head_budget_rule,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,62.663,15.82,3.941412,225835.0,486,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_early_name_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.457,36.686,4.028838,228900.0,1127,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_early_name_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,66.211,12.012,3.924175,225169.0,369,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_policy_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),21.517,34.473,4.019408,228616.0,1059,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_policy_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,64.974,15.104,3.938411,225728.0,464,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_anchor_reasoning,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),23.6,29.948,3.999804,227969.0,920,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_anchor_reasoning,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,61.882,16.569,3.944426,225994.0,509,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_backend_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),20.638,30.404,4.001795,227936.0,934,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_backend_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,63.281,13.509,3.930908,225409.0,415,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_field_recall,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),18.848,34.31,4.018627,228536.0,1054,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_field_recall,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,59.082,16.699,3.945355,225924.0,513,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_epoch_memory,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),17.025,36.328,4.027338,228951.0,1116,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_epoch_memory,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,61.068,17.057,3.946641,226073.0,524,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_budget_memory,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),16.699,39.225,4.039816,229396.0,1205,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,16k,16k_qwen2p5_14b_instruct_cmqa_budget_memory,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,52.116,23.828,3.975185,227091.0,732,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_053039_qwen2p51_4468c1_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,32k,32k_qwen2p5_14b_instruct_mdqa_cross_doc_role,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),26.009,31.38,4.003142,439102.0,964,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_054741_qwen2p51_b101b4_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,32k,32k_qwen2p5_14b_instruct_mdqa_cross_doc_role,fpga_kiloscore_hv_opt5_global_winner,KiloWare-HV,53.613,19.238,3.976641,437297.0,591,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_054741_qwen2p51_b101b4_qwen2p51_0e3828/hit_miss_amat_summary.csv
qwen2p5_14b_instruct,32k,32k_qwen2p5_14b_instruct_mdqa_component_match,fpga_h2o_plus_service_cvr_group_fill_v251,CVR+GF baseline (matched),30.632,30.794,4.001805,439271.0,946,delivery/paper/repro_audit/longctx_l1_l2_size_sweep_ext_20260605/replay_reports/l1_32_l2_32/run_20260605_054741_qwen2p51_b101b4_qwen2p51_0e3828/hit_miss_amat_summary.csv
